Actors,Awards,BoxOffice,Country,DVD,Director,Episode,Genre,Language,Metascore,Plot,Poster,Production,Rated,Ratings,Released,Response,Runtime,Season,Title,Type,Website,Writer,Year,imdbID,imdbRating,imdbVotes,seriesID,totalSeasons
"Vincent Piazza, John Lloyd Young, Steve Schirripa, Christopher Walken",4 wins & 2 nominations.,N/A,USA,11 Nov 2014,Clint Eastwood,,"Biography, Drama, Music, Musical","English, Italian, French",54,The story of four young men from the wrong side of the tracks in New Jersey who came together to form the iconic 1960s rock group The Four Seasons.,https://m.media-amazon.com/images/M/MV5BMjIyMjA2OTM0NF5BMl5BanBnXkFtZTgwMzY2MTI2MTE@._V1_SX300.jpg,Warner Bros. Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '52%'}, {'Source': 'Metacritic', 'Value': '54/100'}]",20 Jun 2014,True,134 min,,Jersey Boys,movie,http://www.facebook.com/JerseyBoysMovie,"Marshall Brickman (screenplay), Rick Elice (screenplay), Marshall Brickman (musical book ""Jersey Boys: The Story of Frankie Valli & the Four Seasons""), Rick Elice (musical book ""Jersey Boys: The Story of Frankie Valli & the Four Seasons"")",2014,tt1742044,6.8,"30,199",,
"Matt Damon, Danny DeVito, Claire Danes, Jon Voight",Nominated for 1 Golden Globe. Another 2 wins & 9 nominations.,N/A,"USA, Germany",17 Nov 1998,Francis Ford Coppola,,"Crime, Drama, Thriller",English,72,An underdog lawyer takes on a fraudulent insurance company.,https://m.media-amazon.com/images/M/MV5BMjdlMjI2ZjgtN2ViOS00ZmI0LWE0ZTMtZjg1ZjczYWYzOGZjL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,Paramount Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '83%'}, {'Source': 'Metacritic', 'Value': '72/100'}]",21 Nov 1997,True,135 min,,The Rainmaker,movie,N/A,"John Grisham (novel), Francis Ford Coppola (screenplay), Michael Herr (narration)",1997,tt0119978,7.1,"54,611",,
"Halle Berry, Robert Downey Jr., Charles S. Dutton, John Carroll Lynch",3 wins & 7 nominations.,"$59,537,388","USA, France, Canada, Spain",23 Mar 2004,Mathieu Kassovitz,,"Horror, Mystery, Thriller",English,38,"A repressed female psychiatrist wakes up as a patient in the asylum where she worked, with no memory of why she is there or what she has done.",https://m.media-amazon.com/images/M/MV5BMTYxNDA4OTAxNF5BMl5BanBnXkFtZTcwMTI5NjQzMw@@._V1_SX300.jpg,Warner Bros. Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '14%'}, {'Source': 'Metacritic', 'Value': '38/100'}]",21 Nov 2003,True,98 min,,Gothika,movie,http://gothikamovie.warnerbros.com/,Sebastian Gutierrez,2003,tt0348836,5.8,"99,814",,
"Morgan Freeman, Nigel Hawthorne, Anthony Hopkins, Djimon Hounsou",Nominated for 4 Oscars. Another 9 wins & 38 nominations.,N/A,USA,19 Apr 1999,Steven Spielberg,,"Drama, History","English, Mende, Spanish, Portuguese",63,"In 1839, the revolt of Mende captives aboard a Spanish owned ship causes a major controversy in the United States when the ship is captured off the coast of Long Island. The courts must decide whether the Mende are slaves or legally free.",https://m.media-amazon.com/images/M/MV5BODFmYjRmMmItMzA1OS00YTJmLTlmZTItYzI4NjAzNzMzYjc5XkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_SX300.jpg,Dreamworks Distribution LLC,R,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '77%'}, {'Source': 'Metacritic', 'Value': '63/100'}]",25 Dec 1997,True,155 min,,Amistad,movie,N/A,David Franzoni,1997,tt0118607,7.3,"65,651",,
"Sean Connery, Lorraine Bracco, José Wilker, Rodolfo De Alexandre",1 nomination.,N/A,USA,17 Aug 1999,John McTiernan,,"Adventure, Drama, Romance",English,N/A,"In the beautiful and dangerous Amazon rainforest dissimilar people must should make their choice between business, science and love.",https://m.media-amazon.com/images/M/MV5BODc3NTFkYTEtMTUzZi00ZTI4LWJjMGItNWI4ZGFlOTNhNGY1XkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_SX300.jpg,Hollywood Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '19%'}]",07 Feb 1992,True,106 min,,Medicine Man,movie,N/A,"Tom Schulman (story), Tom Schulman (screenplay), Sally Robinson (screenplay)",1992,tt0104839,6.0,"19,540",,
"Steven Pasquale, Reiko Aylesworth, John Ortiz, Johnny Lewis",4 nominations.,"$41,668,854",USA,15 Apr 2008,"Colin Strause, Greg Strause",,"Action, Horror, Sci-Fi, Thriller",English,29,"Warring Alien and Predator races descend on a rural Colorado town, where unsuspecting residents must band together for any chance of survival.",https://m.media-amazon.com/images/M/MV5BMTI5NDY2NDUwM15BMl5BanBnXkFtZTYwNzQxMTA3._V1_SX300.jpg,20th Century Fox,R,"[{'Source': 'Internet Movie Database', 'Value': '4.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '11%'}, {'Source': 'Metacritic', 'Value': '29/100'}]",25 Dec 2007,True,94 min,,Aliens vs. Predator: Requiem,movie,http://www.avp-r.com/,"Shane Salerno, Dan O'Bannon (""Alien"" characters), Ronald Shusett (""Alien"" characters), Jim Thomas (""Predator"" characters), John Thomas (""Predator"" characters)",2007,tt0758730,4.7,"108,551",,
"Macaulay Culkin, John Larroquette, Edward Herrmann, Christine Ebersole",2 nominations.,N/A,USA,15 Feb 2005,Donald Petrie,,"Comedy, Family","English, Latin",49,A rich young boy finds his family targeted in an inside job and must use his cunning to save them.,https://m.media-amazon.com/images/M/MV5BOWRhMWEzMjMtYTFiYS00MTNlLWIxZTItNjEwZGQ1NDk3Y2NmXkEyXkFqcGdeQXVyODU4MjAxOQ@@._V1_SX300.jpg,Warner Home Video,PG,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '24%'}, {'Source': 'Metacritic', 'Value': '49/100'}]",21 Dec 1994,True,95 min,,Ri¢hie Ri¢h,movie,N/A,"Neil Tolkin (story), Tom S. Parker (screenplay), Jim Jennewein (screenplay)",1994,tt0110989,5.3,"57,621",,
"Richard Gere, Winona Ryder, Anthony LaPaglia, Elaine Stritch",3 nominations.,N/A,USA,14 Nov 2001,Joan Chen,,"Drama, Romance",English,24,"Romantic drama about an aging playboy who falls for a sweet, but terminally ill, young woman.",https://m.media-amazon.com/images/M/MV5BMWFlM2VmYTUtZmFmMC00N2Y1LWE3NmUtYWI5MWZiMTY3NDRiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,MGM,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '19%'}, {'Source': 'Metacritic', 'Value': '24/100'}]",11 Aug 2000,True,103 min,,Autumn in New York,movie,http://www.mgm.com/autumninny/index.html,Allison Burnett,2000,tt0174480,5.6,"23,147",,
"Hugh Grant, Scott Porter, Nick Bacon, Andrew Wyatt",6 nominations.,"$50,400,000",USA,08 May 2007,Marc Lawrence,,"Comedy, Music, Romance",English,59,"A washed up singer is given a couple days to compose a chart-topping hit for an aspiring teen sensation. Though he's never written a decent lyric in his life, he sparks with an offbeat younger woman with a flair for words.",https://m.media-amazon.com/images/M/MV5BNDY5MTQwODI3OV5BMl5BanBnXkFtZTcwODM2MjEzMw@@._V1_SX300.jpg,Warner Bros. Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '62%'}, {'Source': 'Metacritic', 'Value': '59/100'}]",14 Feb 2007,True,96 min,,Music and Lyrics,movie,http://musicandlyrics.warnerbros.com/,Marc Lawrence,2007,tt0758766,6.5,"90,641",,
"Mia Stallard, Simon Pegg, Nick Frost, Jeremy Owen",2 wins & 9 nominations.,"$37,371,385","USA, UK",09 Aug 2011,Greg Mottola,,"Animation, Adventure, Comedy, Sci-Fi","English, Klingon",57,Two English comic book geeks traveling across the U.S. encounter an alien outside Area 51.,https://m.media-amazon.com/images/M/MV5BMTQzNzAwMTM3MV5BMl5BanBnXkFtZTcwNTE1MTAzNA@@._V1_SX300.jpg,Universal Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '71%'}, {'Source': 'Metacritic', 'Value': '57/100'}]",18 Mar 2011,True,104 min,,Paul,movie,http://www.whatispaul.com/,"Simon Pegg, Nick Frost",2011,tt1092026,7.0,"218,312",,
"Barbra Streisand, Seth Rogen, Julene Renee, Zabryna Guevara",1 nomination.,"$37,101,011",USA,30 Apr 2013,Anne Fletcher,,"Comedy, Drama",English,50,"As inventor Andy Brewster is about to embark on the road trip of a lifetime, a quick stop at his mom's house turns into an unexpected cross-country voyage with her along for the ride.",https://m.media-amazon.com/images/M/MV5BMTY5ODAxNDc0Nl5BMl5BanBnXkFtZTcwMzg0NDY1OA@@._V1_SX300.jpg,Paramount Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Metacritic', 'Value': '50/100'}]",19 Dec 2012,True,95 min,,The Guilt Trip,movie,http://www.guilttripmovie.com,Dan Fogelman,2012,tt1694020,5.8,"33,504",,
"Lucy Hale, Roger Jackson, Shenae Grimes-Beech, Dane Farwell",1 win & 6 nominations.,"$38,176,892",USA,04 Oct 2011,Wes Craven,,"Horror, Mystery",English,52,"Ten years have passed, and Sidney Prescott, who has put herself back together thanks in part to her writing, is visited by the Ghostface Killer.",https://m.media-amazon.com/images/M/MV5BMTk5OTcxNTUyNF5BMl5BanBnXkFtZTcwMDczMzE0NA@@._V1_SX300.jpg,The Weinstein Company/Dimension,R,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '59%'}, {'Source': 'Metacritic', 'Value': '52/100'}]",15 Apr 2011,True,111 min,,Scream 4,movie,http://www.scream-4.com/,Kevin Williamson,2011,tt1262416,6.2,"117,756",,
"Nicolas Cage, Joaquin Phoenix, James Gandolfini, Peter Stormare",2 wins & 2 nominations.,N/A,"Germany, USA",22 May 2001,Joel Schumacher,,"Mystery, Thriller",English,19,"A private investigator is hired to discover if a ""snuff film"" is authentic or not.",https://m.media-amazon.com/images/M/MV5BNTNiMzAxZGMtZGYwZi00NWVmLTgyNmYtMGIwZGJhNzE0NmJjXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg,Columbia Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '22%'}, {'Source': 'Metacritic', 'Value': '19/100'}]",26 Feb 1999,True,123 min,,8MM,movie,http://www.spe.sony.com/movies/8mm/index.html,Andrew Kevin Walker,1999,tt0134273,6.5,"115,199",,
"Val Kilmer, Meg Ryan, Kyle MacLachlan, Frank Whaley",3 nominations.,N/A,USA,19 Aug 1997,Oliver Stone,,"Biography, Drama, Music",English,62,"The story of the famous and influential 1960s rock band The Doors and its lead singer and composer, Jim Morrison, from his days as a UCLA film student in Los Angeles, to his untimely death in Paris, France at age 27 in 1971.",https://m.media-amazon.com/images/M/MV5BYTg3YjA5MGYtYjdiNy00YThjLWJiZDEtN2M1NmE1NTVhMWJhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Sony Pictures Home Entertainment,R,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '56%'}, {'Source': 'Metacritic', 'Value': '62/100'}]",01 Mar 1991,True,140 min,,The Doors,movie,N/A,"Randall Jahnson, Oliver Stone",1991,tt0101761,7.2,"76,877",,
"Cameron Diaz, Jason Segel, Rob Corddry, Ellie Kemper",2 wins & 3 nominations.,"$34,279,302",USA,21 Oct 2014,Jake Kasdan,,"Comedy, Romance","English, Ukrainian",36,"A married couple wake up to discover that the sex tape they made the evening before has gone missing, leading to a frantic search for its whereabouts.",https://m.media-amazon.com/images/M/MV5BNDYzMzg5OTA0Ml5BMl5BanBnXkFtZTgwNjQzNzExMjE@._V1_SX300.jpg,Sony Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '16%'}, {'Source': 'Metacritic', 'Value': '36/100'}]",18 Jul 2014,True,94 min,,Sex Tape,movie,http://www.sonypictures.com/movies/sextape/,"Kate Angelo (screenplay), Jason Segel (screenplay), Nicholas Stoller (screenplay), Kate Angelo (story)",2014,tt1956620,5.1,"99,375",,
"Meg Ryan, Diane Keaton, Lisa Kudrow, Walter Matthau",2 wins & 1 nomination.,N/A,"Germany, USA",27 Jun 2000,Diane Keaton,,"Comedy, Drama",English,33,"A trio of sisters bond over their ambivalence toward the approaching death of their curmudgeonly father, to whom none of them was particularly close.",https://m.media-amazon.com/images/M/MV5BNzJjYjgwZjMtYThhZi00NzNlLWI0Y2YtZjkxYWNlYWI2ZDJkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Sony Pictures Home Entertainment,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '4.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '12%'}, {'Source': 'Metacritic', 'Value': '33/100'}]",18 Feb 2000,True,94 min,,Hanging Up,movie,http://www.spe.sony.com/movies/hangingup/index.html,"Delia Ephron (book), Delia Ephron (screenplay), Nora Ephron (screenplay)",2000,tt0162983,4.8,"11,219",,
"Nicholas D'Agosto, Emma Bell, Miles Fisher, Ellen Wroe",2 wins & 6 nominations.,"$42,500,000","USA, Canada, Singapore, Hong Kong",27 Dec 2011,Steven Quale,,"Horror, Thriller","English, Cantonese",50,Survivors of a suspension-bridge collapse learn there's no way you can cheat Death.,https://m.media-amazon.com/images/M/MV5BMTgyOTExNDc1M15BMl5BanBnXkFtZTcwMDA0MTA4NQ@@._V1_SX300.jpg,Warner Bros.,R,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '62%'}, {'Source': 'Metacritic', 'Value': '50/100'}]",12 Aug 2011,True,92 min,,Final Destination 5,movie,http://finaldestinationmovie.warnerbros.com/index.html,"Eric Heisserer, Jeffrey Reddick (characters)",2011,tt1622979,5.9,"97,260",,
"Hugh Grant, James Caan, Jeanne Tripplehorn, Burt Young",N/A,N/A,"UK, USA",28 Dec 1999,Kelly Makin,,"Comedy, Crime, Romance",English,49,"An English auctioneer proposes to the daughter of a Mafia kingpin, only to realize that certain ""favors"" would be asked of him.",https://m.media-amazon.com/images/M/MV5BNjIzNDQ4MDc5OV5BMl5BanBnXkFtZTYwNzI3MDM3._V1_SX300.jpg,Warner Home Video,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '45%'}, {'Source': 'Metacritic', 'Value': '49/100'}]",20 Aug 1999,True,102 min,,Mickey Blue Eyes,movie,http://www.mickeyblueeyes.com,"Adam Scheinman, Robert Kuhn",1999,tt0130121,5.8,"32,734",,
"Kevin Spacey, Helen Hunt, Haley Joel Osment, Jay Mohr",1 win & 4 nominations.,"$32,801,029",USA,15 May 2001,Mimi Leder,,Drama,English,40,A young boy attempts to make the world a better place after his teacher gives him that chance.,https://m.media-amazon.com/images/M/MV5BNjI3ODI5NDEwMl5BMl5BanBnXkFtZTYwNDYyMjU3._V1_SX300.jpg,Warner Bros. Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '40%'}, {'Source': 'Metacritic', 'Value': '40/100'}]",20 Oct 2000,True,123 min,,Pay It Forward,movie,http://www.payitforward.com,"Catherine Ryan Hyde (book), Leslie Dixon (screenplay)",2000,tt0223897,7.2,"106,779",,
"Drew Barrymore, Jimmy Fallon, Jason Spevack, Jack Kehler",9 nominations.,"$41,966,965","USA, Germany",13 Sep 2005,"Bobby Farrelly, Peter Farrelly",,"Comedy, Drama, Romance, Sport",English,56,Lindsay is stuck in the middle of her relationship with Ben and his passion for the Boston Red Sox.,https://m.media-amazon.com/images/M/MV5BMTMyNTE4ODA2N15BMl5BanBnXkFtZTcwNzg5ODUyMw@@._V1_SX300.jpg,20th Century Fox,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '65%'}, {'Source': 'Metacritic', 'Value': '56/100'}]",08 Apr 2005,True,104 min,,Fever Pitch,movie,http://www.feverpitchmovie.com,"Lowell Ganz (screenplay), Babaloo Mandel (screenplay), Nick Hornby (novel)",2005,tt0332047,6.2,"39,962",,
"J.T. Turner, Melissa Altro, Daniel Brochu, Jodie Resther",12 wins & 32 nominations.,,"Canada, USA",,N/A,,"Animation, Comedy, Drama, Family",English,N/A,"Based on the books by Marc Brown, these are the adventures of Arthur, an 8-year-old aardvark, and his family and friends as they grow up and learn how to be good neighbors to one another.",https://m.media-amazon.com/images/M/MV5BMTQ4MjA2MzgxN15BMl5BanBnXkFtZTgwODI3ODM0MjE@._V1_SX300.jpg,,TV-Y,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}]",28 Mar 1997,True,30 min,,Arthur,series,,N/A,1996–,tt0169414,7.4,"10,581",,21
"Nate Hartley, Troy Gentile, Ian Roberts, Owen Wilson",1 win & 2 nominations.,"$32,853,640",USA,01 Jul 2008,Steven Brill,,"Comedy, Drama",English,41,Three kids hire a low-budget bodyguard to protect them from the playground bully.,https://m.media-amazon.com/images/M/MV5BMTkxNzkwOTc3OF5BMl5BanBnXkFtZTcwMTc1MzU1MQ@@._V1_SX300.jpg,Paramount Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '26%'}, {'Source': 'Metacritic', 'Value': '41/100'}]",21 Mar 2008,True,110 min,,Drillbit Taylor,movie,http://www.drillbittaylor.com/,"Kristofor Brown (screenplay), Seth Rogen (screenplay), John Hughes (story), Kristofor Brown (story), Seth Rogen (story)",2008,tt0817538,5.7,"54,953",,
"Seth MacFarlane, Charlize Theron, Amanda Seyfried, Liam Neeson",6 nominations.,"$37,331,031",USA,07 Oct 2014,Seth MacFarlane,,"Comedy, Western","English, Navajo, Mandarin",44,"As a cowardly farmer begins to fall for the mysterious new woman in town, he must put his newly found courage to the test when her husband, a notorious gun-slinger, announces his arrival.",https://m.media-amazon.com/images/M/MV5BMTQ0NDcyNjg0MV5BMl5BanBnXkFtZTgwMzk4NTA4MTE@._V1_SX300.jpg,Universal Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '33%'}, {'Source': 'Metacritic', 'Value': '44/100'}]",30 May 2014,True,116 min,,A Million Ways to Die in the West,movie,http://www.amillionways.com,"Seth MacFarlane, Alec Sulkin, Wellesley Wild",2014,tt2557490,6.1,"159,288",,
"Alec Baldwin, John Lone, Penelope Ann Miller, Peter Boyle",4 nominations.,N/A,USA,01 Nov 1998,Russell Mulcahy,,"Action, Adventure, Crime, Fantasy, Mystery, Thriller",English,N/A,"In 1930s New York City, the Shadow battles his nemesis, Shiwan Khan, who is building an atomic bomb.",https://m.media-amazon.com/images/M/MV5BOTA2YTFhZGUtZjM3YS00Y2I4LThlMmEtZmNjMTJiNzE2ZGYzXkEyXkFqcGdeQXVyNjExODE1MDc@._V1_SX300.jpg,Universal Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '35%'}]",01 Jul 1994,True,108 min,,The Shadow,movie,N/A,"Walter B. Gibson (character The Shadow from stories), David Koepp",1994,tt0111143,6.0,"21,408",,
"Tom Hanks, Thomas Horn, Sandra Bullock, Zoe Caldwell",Nominated for 2 Oscars. Another 8 wins & 23 nominations.,"$31,836,745",USA,27 Mar 2012,Stephen Daldry,,"Adventure, Drama, Mystery",English,46,"A nine-year-old amateur inventor, Francophile, and pacifist searches New York City for the lock that matches a mysterious key left behind by his father, who died in the World Trade Center on September 11, 2001.",https://m.media-amazon.com/images/M/MV5BMTUxNzYwMTE3NV5BMl5BanBnXkFtZTcwMDY2NzU4Ng@@._V1_SX300.jpg,Warner Bros. Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '46%'}, {'Source': 'Metacritic', 'Value': '46/100'}]",20 Jan 2012,True,129 min,,Extremely Loud & Incredibly Close,movie,http://extremelyloudandincrediblyclose.warnerbros.com/,"Eric Roth (screenplay), Jonathan Safran Foer (novel)",2011,tt0477302,6.9,"92,628",,
"Rachel McAdams, Noah Bean, Jack Davidson, Vanessa Aspillaga",1 win & 3 nominations.,"$30,982,329",USA,08 Mar 2011,Roger Michell,,"Comedy, Drama, Romance","English, Ukrainian",57,An upstart television producer accepts the challenge of reviving a struggling morning show program with warring co-hosts.,https://m.media-amazon.com/images/M/MV5BMTYxNDM1NTQ4N15BMl5BanBnXkFtZTcwOTQ0Njg5Mw@@._V1_SX300.jpg,Paramount Studios,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '55%'}, {'Source': 'Metacritic', 'Value': '57/100'}]",10 Nov 2010,True,107 min,,Morning Glory,movie,http://www.morningglorymovie.com/,Aline Brosh McKenna,2010,tt1126618,6.5,"66,676",,
"50 Cent, Adewale Akinnuoye-Agbaje, Joy Bryant, Omar Benson Miller",6 wins & 3 nominations.,"$30,885,034","USA, Canada",28 Mar 2006,Jim Sheridan,,"Biography, Crime, Drama, Music","English, Spanish",45,"A tale of an inner city drug dealer who turns away from crime to pursue his passion, rap music.",https://m.media-amazon.com/images/M/MV5BMTI4NTE0MTU2N15BMl5BanBnXkFtZTYwNzQ1OTc2._V1_SX300.jpg,Paramount Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '5.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '16%'}, {'Source': 'Metacritic', 'Value': '45/100'}]",09 Nov 2005,True,117 min,,Get Rich or Die Tryin',movie,http://www.getrichordietryinmovie.com/home.html,Terence Winter,2005,tt0430308,5.2,"41,206",,
