,Movie Title,Director,Actor 1,Actor 2,Actor 3,Budget,Profit / Loss,IMDB Rating,Profitable
744,The Relic ,Peter Hyams,John Kapelos,Penelope Ann Miller,Chi Muoi Lo,40000000.0,-6072524,5.7,0
745,Analyze That ,Harold Ramis,Robert De Niro,Cathy Moriarty,Joe Viterelli,60000000.0,-27877751,5.9,0
746,Righteous Kill ,Jon Avnet,Robert De Niro,Al Pacino,50 Cent,60000000.0,-19923562,6.0,0
747,Mercury Rising ,Harold Becker,Bruce Willis,Miko Hughes,Carrie Preston,60000000.0,-27059493,6.1,0
748,The Soloist ,Joe Wright,Robert Downey Jr.,Stephen Root,Rachael Harris,60000000.0,-28329069,6.7,0
749,The Legend of Bagger Vance ,Robert Redford,Matt Damon,Will Smith,Charlize Theron,60000000.0,-29304773,6.7,0
750,Almost Famous ,Cameron Crowe,Philip Seymour Hoffman,Zooey Deschanel,Michael Angarano,60000000.0,-27477648,7.9,0
751,xXx: State of the Union ,Lee Tamahori,Sunny Mabrey,Nona Gaye,Xzibit,87000000.0,-60917086,4.3,0
752,Priest ,Scott Stewart,Josh Wingate,Alan Dale,Jacob Hopkins,60000000.0,-30863374,5.7,0
753,Sinbad: Legend of the Seven Seas ,Patrick Gilmore,Brad Pitt,Adriano Giannini,Timothy West,60000000.0,-33711680,6.7,0
754,Event Horizon ,Paul W.S. Anderson,Sean Pertwee,Joely Richardson,Kathleen Quinlan,60000000.0,-33383410,6.7,0
755,The Avengers ,Joss Whedon,Chris Hemsworth,Robert Downey Jr.,Scarlett Johansson,220000000.0,403279547,8.1,1
756,Dragonfly ,Tom Shadyac,Joe Morton,Susanna Thompson,Matt Craven,60000000.0,-29936195,6.1,0
757,The Black Dahlia ,Brian De Palma,Scarlett Johansson,Mia Kirshner,Mike Starr,50000000.0,-27481675,5.6,0
758,Flyboys ,Tony Bill,James Franco,Tyler Labine,Philip Winchester,60000000.0,-46917712,6.6,0
759,The Last Castle ,Rod Lurie,Clifton Collins Jr.,Delroy Lindo,Michael Irby,60000000.0,-41791922,6.9,0
760,Supernova ,Walter Hill,Robert Forster,Wilson Cruz,Vanessa Marshall,65000000.0,-50781132,4.8,0
761,Winter's Tale ,Akiva Goldsman,Matt Bomer,William Hurt,Kevin Corrigan,60000000.0,-59977549,6.2,0
762,The Mortal Instruments: City of Bones ,Harald Zwart,Aidan Turner,Kevin Zegers,CCH Pounder,60000000.0,-28834579,6.0,0
763,Meet Dave ,Brian Robbins,Marc Blucas,Mike O'Malley,Shawn Christian,60000000.0,-48197944,4.9,0
764,Dark Water ,Walter Salles,Dougray Scott,Camryn Manheim,Ariel Gade,30000000.0,-4527033,5.6,0
765,Edtv ,Ron Howard,Matthew McConaughey,Adam Goldberg,Clint Howard,55000000.0,-32637500,6.1,0
766,Inkheart ,Iain Softley,Brendan Fraser,Stephen Graham,Jamie Foreman,60000000.0,-42718168,6.1,0
767,The Spirit ,Frank Miller,Scarlett Johansson,Jaime King,Louis Lombardi,60000000.0,-40218121,4.8,0
768,Mortdecai ,David Koepp,Johnny Depp,Olivia Munn,Ulrich Thomsen,60000000.0,-52394332,5.5,0
769,In the Name of the King: A Dungeon Siege Tale ,Uwe Boll,Jason Statham,Mike Dopud,Tania Saulnier,60000000.0,-55464883,3.8,0
770,Beyond Borders ,Martin Campbell,Angelina Jolie Pitt,Teri Polo,Noah Emmerich,35000000.0,-30573703,6.5,0
771,The Great Raid ,John Dahl,James Franco,Clayne Crawford,Paolo Montalban,80000000.0,-69833498,6.7,0
772,Deadpool ,Tim Miller,Ryan Reynolds,Ed Skrein,Stefan Kapicic,58000000.0,305024263,8.1,1
773,Holy Man ,Stephen Herek,Kelly Preston,Morgan Fairchild,Eric McCormack,60000000.0,-47934015,4.9,0
774,American Sniper ,Clint Eastwood,Bradley Cooper,Leonard Roberts,Keir O'Donnell,58800000.0,291323553,7.3,1
775,Goosebumps ,Rob Letterman,Odeya Rush,Dylan Minnette,Ken Marino,58000000.0,22021740,6.4,1
776,Just Like Heaven ,Mark Waters,Jon Heder,Ivana Milicevic,Willie Garson,58000000.0,-9708376,6.7,0
777,The Flintstones in Viva Rock Vegas ,Brian Levant,Taylor Negron,Mark Addy,Danny Woodburn,60000000.0,-24768635,3.6,0
778,Rambo III ,Peter MacDonald,Sylvester Stallone,Kurtwood Smith,Richard Crenna,63000000.0,-9284389,5.7,0
779,Leatherheads ,George Clooney,Robert Baker,Malcolm Goodwin,Matt Bushell,58000000.0,-26800785,6.0,0
780,Did You Hear About the Morgans? ,Marc Lawrence,Michael Kelly,Kim Shaw,Kevin Brown,58000000.0,-28419913,4.7,0
781,The Internship ,Shawn Levy,Josh Gad,Jessica Szohr,Rob Riggle,58000000.0,-13334037,6.3,0
782,Resident Evil: Afterlife ,Paul W.S. Anderson,Milla Jovovich,Boris Kodjoe,Shawn Roberts,60000000.0,128566,5.9,1
783,Red Tails ,Anthony Hemingway,David Oyelowo,Nate Parker,Tristan Mack Wilds,58000000.0,-8124411,5.9,0
784,The Devil's Advocate ,Taylor Hackford,Keanu Reeves,Al Pacino,Charlize Theron,57000000.0,3984028,7.5,1
785,That's My Boy ,Sean Anders,Adam Sandler,Leighton Meester,Will Forte,70000000.0,-33068911,5.6,0
786,DragonHeart ,Rob Cohen,Dennis Quaid,Brian Thompson,Terry O'Neill,57000000.0,-5682650,6.4,0
787,After the Sunset ,Brett Ratner,Salma Hayek,Don Cheadle,Chris Penn,58000000.0,-29671868,6.3,0
788,Ghost Rider: Spirit of Vengeance ,Mark Neveldine,Nicolas Cage,Spencer Wilding,Christopher Lambert,57000000.0,-5225998,4.3,0
789,Captain Corelli's Mandolin ,John Madden,Christian Bale,Irene Papas,Mihalis Giannatos,57000000.0,-31471505,5.9,0
790,The Pacifier ,Adam Shankman,Vin Diesel,Brad Garrett,Tate Donovan,56000000.0,57006880,5.5,1
791,Walking Tall ,Kevin Bray,Dwayne Johnson,Ashley Scott,Michael Bowen,56000000.0,-10139961,6.2,0
792,Forrest Gump ,Robert Zemeckis,Tom Hanks,Siobhan Fallon Hogan,Sam Anderson,55000000.0,274691196,8.8,1
793,Alvin and the Chipmunks ,Tim Hill,Jesse McCartney,Beth Riesgraf,Matthew Gray Gubler,60000000.0,157326336,5.2,1
794,Meet the Parents ,Jay Roach,Robert De Niro,Blythe Danner,Teri Polo,55000000.0,111225040,7.0,1
795,Pocahontas ,Mike Gabriel,Christian Bale,Frank Welker,Irene Bedard,55000000.0,86600000,6.6,1
796,Superman ,Richard Donner,Marlon Brando,Margot Kidder,Ned Beatty,55000000.0,79218018,7.3,1
797,The Nutty Professor ,Tom Shadyac,Jada Pinkett Smith,James Coburn,Dave Chappelle,54000000.0,74769345,5.6,1
798,Hitch ,Andy Tennant,Will Smith,Michael Rapaport,Kevin Sussman,70000000.0,107575142,6.6,1
799,George of the Jungle ,Sam Weisman,Brendan Fraser,Abraham Benrubi,Holland Taylor,55000000.0,50263257,5.4,1
800,American Wedding ,Jesse Dylan,Alyson Hannigan,Thomas Ian Nicholas,Fred Willard,55000000.0,49354205,6.3,1
801,Captain Phillips ,Paul Greengrass,Tom Hanks,Chris Mulkey,Michael Chernus,55000000.0,52100855,7.9,1
802,Date Night ,Shawn Levy,Mila Kunis,James Franco,Steve Carell,55000000.0,43711404,6.3,1
803,Casper ,Brad Silberling,Eric Idle,Fred Rogers,Cathy Moriarty,50000000.0,50328194,6.0,1
804,The Equalizer ,Antoine Fuqua,Denzel Washington,Chloë Grace Moretz,James Wilcox,55000000.0,46530738,7.2,1
805,Maid in Manhattan ,Wayne Wang,Bob Hoskins,Frances Conroy,Natasha Richardson,55000000.0,38815117,5.1,1
806,Crimson Tide ,Tony Scott,Denzel Washington,Viggo Mortensen,Ricky Schroder,53000000.0,38400000,7.3,1
807,The Pursuit of Happyness ,Gabriele Muccino,Will Smith,Kurt Fuller,James Karen,55000000.0,107586036,8.0,1
808,Flightplan ,Robert Schwentke,Erika Christensen,Michael Irby,Haley Ramm,55000000.0,34706988,6.2,1
809,Disclosure ,Barry Levinson,Demi Moore,Dylan Baker,Roma Maffia,55000000.0,28000000,6.0,1
810,City of Angels ,Brad Silberling,Nicolas Cage,Andre Braugher,Colm Feore,55000000.0,23745923,6.7,1
811,Kill Bill: Vol. 1 ,Quentin Tarantino,David Carradine,Vivica A. Fox,Chiaki Kuriyama,30000000.0,40098138,8.1,1
812,Bowfinger ,Frank Oz,Robert Downey Jr.,Adam Alexi-Malle,Jamie Kennedy,55000000.0,11365290,6.4,1
813,Kill Bill: Vol. 2 ,Quentin Tarantino,Vivica A. Fox,Michael Parks,Michael Bowen,30000000.0,36207920,8.0,1
814,Tango & Cash ,Andrey Konchalovskiy,Sylvester Stallone,Jack Palance,Brion James,55000000.0,8408614,6.3,1
815,Death Becomes Her ,Robert Zemeckis,Bruce Willis,Meryl Streep,Isabella Rossellini,55000000.0,3422650,6.4,1
816,Shanghai Noon ,Tom Dey,Xander Berkeley,Jason Connery,Kate Luyben,55000000.0,1932305,6.6,1
817,Executive Decision ,Stuart Baird,Oliver Platt,Joe Morton,J.T. Walsh,55000000.0,13750000,6.4,1
818,Mr. Popper's Penguins ,Mark Waters,Madeline Carroll,Ophelia Lovibond,Philip Baker Hall,55000000.0,13218041,6.0,1
819,The Forbidden Kingdom ,Rob Minkoff,Jet Li,Thomas McDonell,Michael Angarano,55000000.0,-29959707,6.6,0
820,Free Birds ,Jimmy Hayward,Amy Poehler,Carlos Ponce,Dan Fogler,55000000.0,747724,5.9,1
821,Alien 3 ,David Fincher,Charles S. Dutton,Holt McCallany,Paul McGann,50000000.0,5473600,6.4,1
822,Evita ,Alan Parker,Andrea Corr,Jimmy Nail,Peter Polycarpou,55000000.0,-5005196,6.3,0
823,Ronin ,John Frankenheimer,Robert De Niro,Natascha McElhone,Michael Lonsdale,55000000.0,-13390407,7.3,0
824,The Ghost and the Darkness ,Stephen Hopkins,Tom Wilkinson,Bernard Hill,Om Puri,55000000.0,-16446167,6.8,0
825,Paddington ,Paul King,Julie Walters,Matt Lucas,Sally Hawkins,55000000.0,21137505,7.2,1
826,The Watch ,Akiva Schaffer,Will Forte,Nicholas Braun,Rosemarie DeWitt,68000000.0,-33649447,5.7,0
827,The Hunted ,William Friedkin,Connie Nielsen,Jenna Boyd,Rex Linn,55000000.0,-20761389,6.0,0
828,Instinct ,Jon Turteltaub,Anthony Hopkins,Maura Tierney,John Ashton,55000000.0,-20901437,6.5,0
829,Stuck on You ,Bobby Farrelly,Matt Damon,Terence Bernie Hines,Seymour Cassel,55000000.0,-21171682,5.8,0
830,Semi-Pro ,Kent Alterman,Will Ferrell,Maura Tierney,Matt Walsh,55000000.0,-21527150,5.8,0
831,The Pirates! Band of Misfits ,Peter Lord,Salma Hayek,Russell Tovey,Brian Blessed,55000000.0,-23948874,6.7,0
832,Changeling ,Clint Eastwood,Angelina Jolie Pitt,Michael Kelly,Colm Feore,55000000.0,-19292673,7.8,0
833,Chain Reaction ,Andrew Davis,Keanu Reeves,Morgan Freeman,Kevin Dunn,50000000.0,-29449288,5.6,0
834,The Fan ,Tony Scott,Robert De Niro,Kurt Fuller,Ellen Barkin,55000000.0,-36426209,5.8,0
835,The Phantom of the Opera ,Joel Schumacher,Gerard Butler,Minnie Driver,Miranda Richardson,70000000.0,-18774204,7.4,0
836,Elizabeth: The Golden Age ,Shekhar Kapur,Eddie Redmayne,Abbie Cornish,Jordi Mollà,55000000.0,-38735525,6.9,0
837,Æon Flux ,Karyn Kusama,Charlize Theron,Sophie Okonedo,Paterson Joseph,62000000.0,-36142013,5.5,0
838,Gods and Generals ,Ron Maxwell,Billy Campbell,Bruce Boxleitner,John Castle,56000000.0,-43129431,6.3,0
839,Turbulence ,Robert Butler,Hector Elizondo,Lauren Holly,Jeffrey DeMunn,71000000.0,-59533912,4.7,0
840,Imagine That ,Karey Kirkpatrick,Stephen Root,Ronny Cox,Richard Schiff,55000000.0,-38911390,5.6,0
841,Muppets Most Wanted ,James Bobin,Ty Burrell,Tina Fey,Hugh Bonneville,50000000.0,1178893,6.4,1
842,Thunderbirds ,Jonathan Frakes,Sophia Myles,Philip Winchester,Brady Corbet,57000000.0,-50231945,4.2,0
843,Burlesque ,Steve Antin,Eric Dane,Peter Gallagher,David Walton,55000000.0,-15559345,6.4,0
844,A Very Long Engagement ,Jean-Pierre Jeunet,Denis Lavant,André Dussollier,Albert Dupontel,47000000.0,-40832183,7.7,0
845,Blade II ,Guillermo del Toro,Norman Reedus,Thomas Kretschmann,Tony Curran,54000000.0,27645152,6.7,1
846,Seven Pounds ,Gabriele Muccino,Will Smith,Rosario Dawson,Madison Pettis,55000000.0,14951824,7.7,1
847,Bullet to the Head ,Walter Hill,Sylvester Stallone,Jason Momoa,Jon Seda,55000000.0,-45516179,5.7,0
848,The Godfather: Part III ,Francis Ford Coppola,Al Pacino,Joe Mantegna,Bridget Fonda,54000000.0,12676062,7.6,1
849,Elizabethtown ,Cameron Crowe,Orlando Bloom,Kirsten Dunst,Judy Greer,57000000.0,-30161611,6.4,0
850,"You, Me and Dupree ",Anthony Russo,Todd Stashwick,Billy Gardell,Amanda Detmer,54000000.0,21604320,5.6,1
851,Superman II ,Richard Lester,Margot Kidder,Ned Beatty,Jackie Cooper,54000000.0,54200000,6.8,1
852,Gigli ,Martin Brest,Todd Giebenhain,Lenny Venito,David Backus,54000000.0,-48339916,2.4,0
853,All the King's Men ,Steven Zaillian,Kate Winslet,Anthony Hopkins,Kevin Dunn,55000000.0,-47778542,6.2,0
854,Shaft ,John Singleton,Christian Bale,Vanessa Williams,Daniel von Bargen,46000000.0,24327868,5.9,1
855,Anastasia ,Don Bluth,Kirsten Dunst,Kelsey Grammer,Bernadette Peters,50000000.0,8297830,7.1,1
856,Moulin Rouge! ,Baz Luhrmann,Jim Broadbent,Kylie Minogue,Richard Roxburgh,52500000.0,4886369,7.6,1
857,Domestic Disturbance ,Harold Becker,Steve Buscemi,Teri Polo,Matt O'Leary,53000000.0,-7792888,5.5,0
858,Black Mass ,Scott Cooper,Johnny Depp,Benedict Cumberbatch,Adam Scott,53000000.0,9563543,7.0,1
859,Flags of Our Fathers ,Clint Eastwood,Paul Walker,Chris Bauer,Tom McCarthy,90000000.0,-56425668,7.1,0
860,Law Abiding Citizen ,F. Gary Gray,Gerard Butler,Leslie Bibb,Michael Kelly,50000000.0,23343413,7.4,1
861,Grindhouse ,Robert Rodriguez,Quentin Tarantino,Rosario Dawson,Zoë Bell,53000000.0,-27968963,7.6,0
862,Beloved ,Jonathan Demme,Oprah Winfrey,Kimberly Elise,Hill Harper,55000000.0,-32156953,5.9,0
863,Lucky You ,Curtis Hanson,Robert Downey Jr.,Robert Duvall,Kelvin Han Yee,55000000.0,-49244714,5.9,0
864,Catch Me If You Can ,Steven Spielberg,Leonardo DiCaprio,Tom Hanks,Jennifer Garner,52000000.0,112435221,8.0,1
865,Zero Dark Thirty ,Kathryn Bigelow,Jennifer Ehle,Harold Perrineau,Parker Sawyers,40000000.0,55720716,7.4,1
866,The Break-Up ,Peyton Reed,Jon Favreau,John Michael Higgins,Ann-Margret,52000000.0,66683135,5.8,1
867,Mamma Mia! ,Phyllida Lloyd,Colin Firth,Meryl Streep,Julie Walters,52000000.0,91704210,6.3,1
868,Valentine's Day ,Garry Marshall,Bradley Cooper,Taylor Lautner,Anne Hathaway,52000000.0,58476776,5.7,1
869,The Dukes of Hazzard ,Jay Chandrasekhar,Alice Greczyn,Jessica Simpson,Michael Weston,50000000.0,30270227,5.1,1
870,The Thin Red Line ,Terrence Malick,Nick Stahl,Miranda Otto,Dash Mihok,52000000.0,-15614237,7.6,0
871,The Change-Up ,David Dobkin,Ryan Reynolds,Olivia Wilde,Mircea Monroe,52000000.0,-14964155,6.4,0
872,Man on the Moon ,Milos Forman,Matt Price,Gerry Becker,Tom Dreesen,52000000.0,-17419365,7.4,0
873,Casino ,Martin Scorsese,Robert De Niro,Don Rickles,Kevin Pollak,52000000.0,-9561700,8.2,0
874,From Paris with Love ,Pierre Morel,Kasia Smutniak,Amber Rose Revah,Rebecca Dayan,52000000.0,-28675334,6.5,0
875,Bulletproof Monk ,Paul Hunter,Jaime King,Mako,Victoria Smurfit,52000000.0,-28979512,5.5,0
876,"Me, Myself & Irene ",Bobby Farrelly,Robert Forster,Tony Cox,Rob Moran,51000000.0,39567722,6.5,1
877,Barnyard ,Steve Oedekerk,Rob Paulsen,Wanda Sykes,Maurice LaMarche,51000000.0,21601713,5.6,1
878,The Twilight Saga: New Moon ,Chris Weitz,Robert Pattinson,Kristen Stewart,Taylor Lautner,50000000.0,246623634,4.6,1
879,Shrek ,Andrew Adamson,Kathleen Freeman,Chris Miller,Bobby Block,60000000.0,207652016,7.9,1
880,The Adjustment Bureau ,George Nolfi,Matt Damon,Michael Kelly,Jon Stewart,50200000.0,12253315,7.1,1
881,Robin Hood: Prince of Thieves ,Kevin Reynolds,Alan Rickman,Morgan Freeman,Michael Wincott,48000000.0,117500000,6.9,1
882,Jerry Maguire ,Cameron Crowe,Tom Cruise,Kelly Preston,Bonnie Hunt,50000000.0,103620822,7.3,1
883,Ted ,Seth MacFarlane,Mila Kunis,Seth MacFarlane,Tom Skerritt,50000000.0,168628680,7.0,1
884,As Good as It Gets ,James L. Brooks,Lupe Ontiveros,Yeardley Smith,Shirley Knight,50000000.0,97637474,7.7,1
885,Patch Adams ,Tom Shadyac,Robin Williams,Philip Seymour Hoffman,Monica Potter,50000000.0,85014968,6.7,1
886,Anchorman 2: The Legend Continues ,Adam McKay,Harrison Ford,Will Ferrell,Steve Carell,50000000.0,-47824688,6.3,0
887,Mr. Deeds ,Steven Brill,Steve Buscemi,Adam Sandler,Peter Gallagher,50000000.0,76203320,5.8,1
888,Super 8 ,J.J. Abrams,Joel Courtney,AJ Michalka,Zach Mills,50000000.0,76975169,7.1,1
889,Erin Brockovich ,Steven Soderbergh,Julia Roberts,Albert Finney,Conchata Ferrell,52000000.0,73548685,7.3,1
890,How to Lose a Guy in 10 Days ,Donald Petrie,Matthew McConaughey,Adam Goldberg,Thomas Lennon,50000000.0,55807520,6.4,1
891,22 Jump Street ,Phil Lord,Channing Tatum,Craig Roberts,Amber Stevens West,50000000.0,141616238,7.1,1
892,Interview with the Vampire: The Vampire Chronicles ,Neil Jordan,Brad Pitt,Tom Cruise,Kirsten Dunst,60000000.0,45264608,7.6,1
893,Yes Man ,Peyton Reed,Bradley Cooper,Zooey Deschanel,Danny Masterson,70000000.0,27680195,6.8,1
894,Central Intelligence ,Rawson Marshall Thurber,Dwayne Johnson,Thomas Kretschmann,Megan Park,50000000.0,76088877,6.6,1
895,Stepmom ,Chris Columbus,Julia Roberts,Liam Aiken,Herbert Russell,50000000.0,41030827,6.7,1
896,Daddy's Home ,Sean Anders,Will Ferrell,Linda Cardellini,Mark L. Young,50000000.0,100315155,6.1,1
897,Into the Woods ,Rob Marshall,Johnny Depp,Meryl Streep,Anna Kendrick,50000000.0,77997349,6.0,1
898,Inside Man ,Spike Lee,Denzel Washington,James Ransone,Peter Gerety,45000000.0,43504640,7.6,1
899,Payback ,Brian Helgeland,Bill Duke,Deborah Kara Unger,William Devane,50000000.0,31517441,7.1,1
900,Congo ,Frank Marshall,Dylan Walsh,Joe Don Baker,Grant Heslov,50000000.0,31022333,5.0,1
901,Knowing ,Alex Proyas,Nicolas Cage,Ben Mendelsohn,Chandler Canterbury,50000000.0,29948113,6.2,1
902,Failure to Launch ,Tom Dey,Bradley Cooper,Matthew McConaughey,Zooey Deschanel,50000000.0,38658172,5.6,1
903,"Crazy, Stupid, Love. ",Glenn Ficarra,Ryan Gosling,Emma Stone,Steve Carell,50000000.0,34244877,7.4,1
904,Garfield ,Peter Hewitt,Bill Murray,Mark Christopher Lawrence,Michael Monks,35000000.0,40367693,5.0,1
905,Christmas with the Kranks ,Joe Roth,Jamie Lee Curtis,Cheech Marin,Jake Busey,60000000.0,13701902,5.2,1
906,Moneyball ,Bennett Miller,Philip Seymour Hoffman,Robin Wright,Brad Pitt,50000000.0,25605492,7.6,1
907,Outbreak ,Wolfgang Petersen,Kevin Spacey,Morgan Freeman,Rene Russo,50000000.0,17823573,6.6,1
908,Non-Stop ,Jaume Collet-Serra,Liam Neeson,Nate Parker,Scoot McNairy,50000000.0,41439400,7.0,1
909,Race to Witch Mountain ,Andy Fickman,Dwayne Johnson,Billy Brown,Tom Everett Scott,65000000.0,2128202,5.7,1
910,V for Vendetta ,James McTeigue,Natalie Portman,Eddie Marsan,Rupert Graves,54000000.0,16496802,8.2,1
911,Shanghai Knights ,David Dobkin,Fann Wong,Anna-Louise Plowman,Georgina Chapman,50000000.0,10470220,6.2,1
912,Curious George ,Matthew O'Callaghan,Will Ferrell,Frank Welker,Alexander Gould,50000000.0,8336565,6.6,1
913,Herbie Fully Loaded ,Angela Robinson,Scoot McNairy,Thomas Lennon,Cheryl Hines,50000000.0,16002004,4.7,1
914,Don't Say a Word ,Gary Fleder,Oliver Platt,Jennifer Esposito,Conrad Goode,50000000.0,4997476,6.3,1
915,Hansel & Gretel: Witch Hunters ,Tommy Wirkola,Jeremy Renner,Derek Mears,Ingrid Bolsø Berdal,50000000.0,5682070,6.1,1
916,Unfaithful ,Adrian Lyne,Olivier Martinez,Erik Per Sullivan,Chad Lowe,50000000.0,2752475,6.7,1
917,I Am Number Four ,D.J. Caruso,Alex Pettyfer,Emily Wickersham,Reuben Langdon,60000000.0,-4907170,6.1,0
918,Syriana ,Stephen Gaghan,Matt Damon,Amr Waked,Kayvan Novak,50000000.0,815288,7.0,1
919,13 Hours ,Michael Bay,Toby Stephens,James Badge Dale,David Costabile,50000000.0,2822418,7.4,1
920,The Book of Life ,Jorge R. Gutiérrez,Channing Tatum,Hector Elizondo,Ana de la Reguera,50000000.0,150619,7.3,1
921,Firewall ,Richard Loncraine,Jimmy Bennett,Harrison Ford,Mary Lynn Rajskub,50000000.0,-1254850,5.8,0
922,Absolute Power ,Clint Eastwood,Clint Eastwood,Mark Margolis,Scott Glenn,50000000.0,7168,6.7,1
923,G.I. Jane ,Ridley Scott,Viggo Mortensen,Demi Moore,John Michael Higgins,50000000.0,-1845268,5.8,0
924,The Game ,David Fincher,Deborah Kara Unger,Armin Mueller-Stahl,Charles Martinet,50000000.0,-1734419,7.8,0
925,Silent Hill ,Christophe Gans,Radha Mitchell,Deborah Kara Unger,Alice Krige,50000000.0,-3017368,6.6,0
926,The Replacements ,Howard Deutch,Keanu Reeves,Jon Favreau,Faizon Love,50000000.0,-5262941,6.5,0
927,American Reunion ,Jon Hurwitz,Alyson Hannigan,Dania Ramirez,Natasha Lyonne,50000000.0,6724080,6.7,1
928,The Negotiator ,F. Gary Gray,Kevin Spacey,Michael Cudlitz,Siobhan Fallon Hogan,50000000.0,-5515935,7.3,0
929,Into the Storm ,Steven Quale,Matt Walsh,Alycia Debnam-Carey,Scott Lawrence,50000000.0,-2446488,5.8,0
930,Beverly Hills Cop III ,John Landis,Louis Lombardi,Jon Tenney,Gilbert R. Hill,55000000.0,-12390000,5.5,0
931,Gremlins 2: The New Batch ,Joe Dante,Christopher Lee,Robert Picardo,Phoebe Cates,50000000.0,-8517793,6.3,0
932,The Judge ,David Dobkin,Robert Downey Jr.,Robert Duvall,Leighton Meester,50000000.0,-2894915,7.4,0
933,The Peacemaker ,Mimi Leder,Armin Mueller-Stahl,Holt McCallany,Marcel Iures,50000000.0,-8743723,5.9,0
934,Resident Evil: Apocalypse ,Alexander Witt,Milla Jovovich,Thomas Kretschmann,Mike Epps,45000000.0,5740078,6.2,1
935,Bridget Jones: The Edge of Reason ,Beeban Kidron,Colin Firth,Jim Broadbent,Celia Imrie,40000000.0,203020,5.9,1
936,Out of Time ,Carl Franklin,Denzel Washington,Sanaa Lathan,John Billingsley,50000000.0,-9094723,6.5,0
937,On Deadly Ground ,Steven Seagal,Mike Starr,Joan Chen,Sven-Ole Thorsen,50000000.0,-11409500,4.4,0
938,The Adventures of Sharkboy and Lavagirl 3-D ,Robert Rodriguez,Taylor Lautner,Kristin Davis,Taylor Dooley,50000000.0,-10822459,3.5,0
939,The Beach ,Danny Boyle,Leonardo DiCaprio,Virginie Ledoyen,Peter Youngblood Hills,50000000.0,-10221401,6.6,0
940,Raising Helen ,Garry Marshall,Amber Valletta,Felicity Huffman,Spencer Breslin,50000000.0,-12513862,6.0,0
941,Ninja Assassin ,James McTeigue,Shô Kosugi,Ben Miles,Rain,40000000.0,-1894923,6.4,0
942,For Love of the Game ,Sam Raimi,J.K. Simmons,Kelly Preston,Carmine Giovinazzo,50000000.0,-14831605,6.5,0
943,Striptease ,Andrew Bergman,Demi Moore,Rumer Willis,Paul Guilfoyle,40000000.0,-7200000,4.3,0
944,Marmaduke ,Tom Dey,Emma Stone,Judy Greer,Steve Coogan,50000000.0,-16356539,4.2,0
945,Hereafter ,Clint Eastwood,Matt Damon,Jay Mohr,Cécile De France,50000000.0,-17258404,6.5,0
946,Murder by Numbers ,Barbet Schroeder,Ryan Gosling,Chris Penn,Agnes Bruckner,50000000.0,-18125131,6.1,0
947,Assassins ,Richard Donner,Muse Watson,Sylvester Stallone,Kelly Rowan,50000000.0,-19693732,6.3,0
948,Hannibal Rising ,Peter Webber,Li Gong,Stephen Walters,Richard Brake,50000000.0,-22332053,6.2,0
949,The Story of Us ,Rob Reiner,Bruce Willis,Tim Matheson,Rita Wilson,50000000.0,-22932840,5.9,0
950,The Host ,Andrew Niccol,J.D. Evermore,Chandler Canterbury,Rachel Roberts,40000000.0,-13383001,5.9,0
951,Basic ,John McTiernan,Connie Nielsen,Harry Connick Jr.,Tim Daly,50000000.0,-23463880,6.5,0
952,Blood Work ,Clint Eastwood,Clint Eastwood,Anjelica Huston,Rick Hoffman,50000000.0,-23800483,6.4,0
